protein,G10_2,G10_3,G11_2,G11_3,G12_2,G12_3,G13_2,G13_3,G16_2,G16_3,G17_2,G17_3,G18_2,G18_3,G19_2,G19_3,G20,G20_2,G21,G21_2,G22,G22_2,G23,G23_2,G26,G26_2,G27,G27_2,G28,G28_2,G29,G29_2,G32,G32_2,G33,G33_2,G34,G34_2,G35,G35_2,G4_2,G4_3,G5_2,G5_3,G6_2,G6_3,G7_2,G7_3,SumNSAFpH7.1,SumNSAFpH7.5,clusterpH7.1,clusterpH7.5,uniprotID
TRINITY_DN62342_c3_g3::TRINITY_DN62342_c3_g3_i1::g.25940::m.25940,2.4601,0,1.1913,3.6602,0,1.2658,1.2646,0,1.2084,2.3739,2.3577,2.3784,1.1664,3.5777,2.3338,1.201,3.558,1.1987,1.233,0,1.3761,1.3835,1.2034,0,2.3918,1.2024,1.232,0,0,0,1.1907,2.3641,1.3085,1.285,1.2958,1.2841,0,0,1.2633,1.3119,1.2205,0,1.2444,1.2297,3.76,1.2985,1.1707,0,25.9281,34.0809,8,6,A0A210QF97
TRINITY_DN62345_c6_g1::TRINITY_DN62345_c6_g1_i1::g.26124::m.26124,0,0,0,4.2148,0,0,0,0,0,0,0,0,0,0,0,0,4.097,0,0,4.2549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4764,0,0,4.4663,0,0,0,4.2274,0,0,0,0,0,0,4.4663,21.2705,11,26,K1Q1N9
TRINITY_DN62349_c0_g1::TRINITY_DN62349_c0_g1_i1::g.26115::m.26115,4.5654,4.6764,6.6323,6.7927,4.5653,0,4.6937,0,4.4853,2.2028,2.1878,2.207,2.1646,2.2132,6.4966,0,0,0,6.8649,9.1432,2.5539,5.1351,6.7001,6.7684,0,0,2.2863,0,2.4053,2.3973,2.2097,2.1936,7.2852,4.7695,4.8095,4.7659,4.8899,2.3994,2.3445,4.8691,4.53,0,0,2.282,0,2.4098,2.1726,6.749,69.631,73.6213,1,6,A0A210QCI0
TRINITY_DN62351_c2_g1::TRINITY_DN62351_c2_g1_i2::g.25985::m.25985,3.7947,2.5913,1.225,1.2547,1.2649,1.3017,2.6009,2.7137,2.4854,3.6619,3.6369,6.1147,4.7978,2.4528,2.4,3.705,2.4392,4.9307,3.804,5.0665,5.6607,4.2682,2.4751,2.5004,1.2298,3.7096,1.2669,3.8485,2.6657,2.6568,4.8978,7.2932,2.6913,3.9644,2.6651,6.6023,2.7096,3.9886,2.5983,6.7452,3.7652,0,2.5594,1.2645,1.2889,4.006,1.2039,1.2466,74.9667,70.768,1,1,B2X7S1
TRINITY_DN62354_c0_g1::TRINITY_DN62354_c0_g1_i1::g.26011::m.26011,21.9687,21.6027,27.2338,29.6358,24.6042,27.1293,26.2,28.2787,25.0364,19.5037,22.7393,20.3902,20.8319,25.5596,22.5084,21.4496,11.0147,13.7019,15.8561,11.4392,12.7808,15.8145,25.7927,26.9241,13.6697,13.7447,10.5618,14.2595,27.7783,26.7631,22.117,18.5781,9.3483,11.0165,11.1089,12.8428,17.8829,14.7785,18.0509,14.0581,13.0789,17.4847,16.0025,14.0557,16.1174,17.6261,23.4179,26.8469,496.0963,381.4404,2,11,A0A210QBL9
TRINITY_DN62355_c0_g3::TRINITY_DN62355_c0_g3_i2::g.26134::m.26134,5.2772,10.811,5.1109,5.2345,10.5541,5.4307,5.4255,5.6608,5.1846,5.0925,5.0577,5.1021,5.0041,5.1165,5.0064,5.1525,10.1765,10.2856,10.5802,10.5687,5.9041,5.9357,5.1632,5.2158,15.3922,5.1589,5.2856,5.3521,5.5606,0,5.1085,5.0713,5.614,5.5132,11.1188,5.509,5.6523,5.5469,5.4201,5.6283,5.2362,5.2501,5.3389,10.5512,10.7545,11.1422,5.0226,5.2008,134.5143,163.2215,1,1,A0A2R3SK17
TRINITY_DN62359_c0_g1::TRINITY_DN62359_c0_g1_i2::g.26093::m.26093,34.7798,43.542,37.4264,34.4984,38.643,47.7219,47.6765,53.889,49.3556,48.4788,40.7404,44.8344,36.6445,41.214,47.6589,52.8235,44.7125,41.426,50.3603,54.1752,43.2349,34.7732,52.9327,34.3749,56.3572,45.3332,50.3175,35.2733,57.0075,52.7595,44.8904,40.8498,41.1105,52.4836,48.8528,48.4097,53.8082,36.5572,31.7526,32.972,49.8474,42.2903,46.9154,38.6324,47.2522,48.9557,51.4918,49.5103,1026.4615,1029.7928,2,11,V4A971
TRINITY_DN62360_c6_g3::TRINITY_DN62360_c6_g3_i1::g.26089::m.26089,344.9846,319.7163,373.888,382.9308,344.9738,359.2455,295.5675,303.9779,326.8237,293.2756,259.7841,277.9484,245.3495,266.7859,245.4581,224.5551,233.634,272.1602,337.5937,320.7768,317.044,300.264,297.3468,308.4954,251.5559,244.9067,292.0585,249.9137,289.9444,284.6671,266.3687,224.9615,262.1438,257.4347,237.9617,270.1021,290.3252,259.0103,231.9997,232.1489,326.0056,286.0103,353.174,357.196,414.2969,403.2185,394.7908,400.7037,6904.1524,6794.3855,28,21,A0A210Q197
TRINITY_DN62361_c2_g1::TRINITY_DN62361_c2_g1_i1::g.25994::m.25994,31.4787,32.2439,27.7152,28.3855,28.6161,32.3943,38.2477,33.7668,47.7949,63.5149,52.1106,49.8015,54.2723,58.2655,54.2963,53.0875,55.1846,58.5651,65.98,45.8492,64.033,70.8135,61.5968,50.911,86.2501,81.1283,65.9239,60.9483,63.3232,51.0912,66.485,63.2507,73.064,65.7722,72.3535,65.7225,76.6275,54.143,64.6623,61.0414,25.5553,31.317,34.742,34.3299,17.4957,18.1264,16.3418,14.1014,1105.3936,1189.7511,2,11,NA
TRINITY_DN62362_c0_g1::TRINITY_DN62362_c0_g1_i1::g.26012::m.26012,89.0802,89.524,86.273,86.6924,94.1196,96.8602,103.68,84.7375,99.0752,100.559,88.5964,86.1246,82.8768,83.1081,89.2915,78.7701,87.511,96.6391,89.2979,84.1518,103.4232,102.0866,82.2217,84.7209,88.2415,88.7257,90.9055,92.0487,67.299,74.1358,89.4862,88.8344,101.9174,93.0629,109.7795,94.7472,113.4139,100.6991,107.029,102.1764,100.0625,88.6226,103.7253,97.4541,97.6195,102.9131,89.5816,102.6987,2139.5612,2143.5196,2,21,A0A210QIG1
TRINITY_DN62367_c0_g1::TRINITY_DN62367_c0_g1_i1::g.25986::m.25986,16.9235,0,16.3902,0,8.4615,0,8.6996,9.0768,8.3132,0,8.1098,16.362,8.0239,0,0,0,8.1588,8.2462,8.4824,0,0,9.5177,8.2789,16.7265,8.2269,16.544,8.4752,8.5818,0,8.8866,8.1912,0,9.0018,0,8.9142,8.8334,0,17.7883,8.6909,9.0247,8.396,8.4183,17.1214,8.4592,8.6222,8.933,8.0535,8.3393,147.0357,193.4759,1,1,A0A210PLX4
TRINITY_DN62371_c0_g1::TRINITY_DN62371_c0_g1_i5::g.25975::m.25975,0,6.2839,5.9414,0,6.1346,12.6264,12.6144,6.5807,30.1354,23.68,11.7592,23.7249,17.4519,11.8959,11.6398,5.9898,17.7453,11.957,12.2995,12.2862,6.8635,0,6.0022,18.1901,11.9289,11.9944,0,6.2218,12.9285,6.4427,11.8773,11.7907,0,0,0,12.8084,0,12.8966,0,0,18.2614,6.1033,12.413,18.3987,12.5021,19.4293,11.6776,12.0919,221.6238,241.6432,2,1,K1QQQ0
TRINITY_DN62371_c1_g1::TRINITY_DN62371_c1_g1_i2::g.25978::m.25978,0,0,0,1.5095,0,0,3.1292,1.6324,0,0,0,1.4713,1.4431,0,1.4437,0,4.4019,1.483,1.5255,1.5239,0,3.4234,2.9778,1.5041,1.4796,1.4877,6.0969,1.5434,0,1.5982,1.4731,0,3.2378,1.5898,4.8095,1.5886,0,0,0,1.623,1.51,3.028,1.5396,1.5213,1.5507,0,1.4484,1.4998,21.7691,39.8218,8,1,A0A210PVQ5
TRINITY_DN62372_c0_g1::TRINITY_DN62372_c0_g1_i1::g.26121::m.26121,5.8776,0,5.6924,5.8301,5.8774,6.0486,0,0,5.7744,0,5.6331,0,0,0,0,5.7387,0,0,0,0,0,0,0,5.8092,0,5.7458,0,0,0,0,0,0,0,0,0,0,0,0,6.0368,0,11.664,5.8474,0,0,5.9891,6.205,5.5941,5.7925,53.0914,52.0648,20,6,V4CFL7
TRINITY_DN62374_c1_g2::TRINITY_DN62374_c1_g2_i1::g.25945::m.25945,34.6143,35.4557,28.7344,29.4294,29.6685,33.0768,25.4194,29.1738,38.8648,40.5602,45.0225,28.685,35.1676,40.7516,39.8743,41.0385,28.607,40.9611,37.1774,39.6128,22.1293,25.0288,29.0282,36.655,31.2496,31.4211,34.6695,32.5979,20.8419,28.5623,38.2944,42.7674,28.9327,36.1619,31.256,33.5535,21.1855,18.1916,27.9335,36.917,34.3455,24.5975,30.0164,29.6603,32.7512,28.7116,40.0039,38.9866,733.1305,769.0091,2,11,A0A210R3D6
TRINITY_DN62376_c0_g1::TRINITY_DN62376_c0_g1_i4::g.26009::m.26009,40.1501,40.0438,35.8149,33.537,38.0357,39.1433,35.8472,35.1347,39.4452,36.7053,43.5431,39.8394,41.0781,42.0005,47.1104,41.2646,48.8998,45.3055,38.1299,32.7984,30.7345,27.3338,48.586,43.8598,45.199,41.3155,44.4471,37.505,31.1731,36.6176,43.9804,44.6754,32.5963,29.8031,31.1663,30.8836,36.2137,28.875,34.7262,31.5523,33.548,38.8927,37.4128,42.2503,33.3749,39.0398,39.2186,31.2386,852.2282,881.1022,2,11,K1QUC7
TRINITY_DN62378_c3_g1::TRINITY_DN62378_c3_g1_i2::g.25982::m.25982,190.3412,183.4994,191.5719,211.0131,190.3352,211.2406,191.854,156.1348,223.6663,205.2869,211.039,191.2424,208.804,170.0701,208.8964,200.4194,219.5108,185.4932,235.7019,205.548,175.3726,184.7076,215.4397,195.5029,170.5431,167.8304,186.9062,181.6863,157.3048,188.1381,187.8685,211.6058,186.6072,179.356,204.4513,179.2204,231.8521,251.066,180.1627,179.1206,199.9728,193.0764,192.5671,186.5518,201.5554,185.1814,213.1273,194.9423,4475.2626,4446.9812,28,21,A0A210PFU7
TRINITY_DN62384_c0_g1::TRINITY_DN62384_c0_g1_i2::g.25957::m.25957,0,0,2.4251,0,0,0,5.1487,0,4.9201,4.8327,0,0,0,2.4277,2.3755,0,2.4143,2.4402,0,0,2.8014,0,0,0,2.4345,2.4478,2.508,2.5395,0,0,0,4.8125,2.6638,7.8478,0,2.614,0,0,0,2.6706,0,0,0,0,0,0,0,0,20.2364,40.0878,8,10,K1RNG6
TRINITY_DN62386_c4_g1::TRINITY_DN62386_c4_g1_i2::g.26069::m.26069,25.9216,28.3218,23.431,30.8542,36.2891,37.3458,33.7568,29.6594,30.5598,36.6874,29.812,28.403,29.4962,36.8604,40.9851,37.1199,29.992,37.05,34.6466,38.0698,32.8677,36.9312,43.9597,39.2837,26.8821,27.0296,27.6937,36.8051,41.881,50.8161,40.1485,44.8381,34.9294,39.7181,40.0513,46.904,44.4224,54.4925,46.1475,42.3905,27.435,27.5076,27.973,22.4585,24.6521,25.5408,31.2499,35.7649,872.9396,724.49,2,11,A0A210PUG8
TRINITY_DN62391_c0_g1::TRINITY_DN62391_c0_g1_i1::g.26095::m.26095,28.6588,29.3554,34.6945,35.5336,14.3289,36.8655,44.1964,23.0564,70.3892,62.2249,54.9333,27.7079,61.1455,41.6789,47.5787,55.9632,48.357,41.8933,43.0932,35.872,32.0633,40.2937,56.0788,42.4878,34.829,42.0242,43.0566,43.5981,22.6485,30.0975,48.5494,41.3106,22.8658,22.4551,22.6435,37.3968,46.0436,37.6542,29.4349,22.9239,35.5453,49.8952,36.2424,28.65,29.2021,52.946,47.7333,42.3659,890.5682,888.8219,2,11,K1Q8X1
TRINITY_DN62392_c0_g2::TRINITY_DN62392_c0_g2_i1::g.25962::m.25962,17.3217,17.7428,11.1839,11.4544,28.8686,5.9418,23.7447,24.7743,22.6902,11.1435,11.0674,5.5823,5.4751,16.7942,10.9551,16.9124,22.2686,22.5074,17.364,23.1269,19.3794,12.9888,11.2982,17.1201,22.4545,28.2221,17.3493,17.5675,30.42,42.4464,11.1786,11.0972,18.4272,12.0641,18.248,12.055,12.3686,24.2759,11.8605,6.158,5.7291,17.2327,5.8414,5.7721,17.6501,18.2864,21.9814,22.7613,413.4389,357.0521,2,11,A0A210PGN4
TRINITY_DN62396_c0_g1::TRINITY_DN62396_c0_g1_i1::g.25928::m.25928,11.2179,15.3207,19.918,12.9816,14.9567,13.4682,19.2219,16.0443,20.205,21.6503,12.5431,18.0761,14.1832,10.8762,19.5105,16.4292,10.8162,14.5762,18.7421,13.1052,12.5505,16.8236,14.6339,18.4788,16.3597,16.4495,14.981,15.1694,9.8503,15.708,10.8592,19.7635,15.9117,25.3921,21.6659,27.3246,16.0203,19.6519,19.2027,21.9342,18.5513,13.0203,15.1321,16.8216,15.2407,19.7377,12.4561,14.7407,367.7084,387.1895,2,11,K1Q923
TRINITY_DN62396_c0_g2::TRINITY_DN62396_c0_g2_i2::g.25929::m.25929,38.119,58.5684,46.1471,47.2632,57.1767,49.0347,58.7855,51.1121,46.8122,55.1768,54.8,46.0677,54.2196,46.1975,27.1218,55.8273,45.9425,27.8611,19.1061,47.7133,31.9854,32.1567,37.2951,56.5128,37.0608,37.2642,38.1797,38.6598,30.1246,50.0408,27.6752,45.7893,50.6896,39.8232,50.1967,39.7931,20.4142,40.067,19.5756,40.6548,47.2787,47.4039,38.5647,47.6341,48.552,60.3628,54.4199,46.959,1004.7653,1027.0198,2,11,A0A1S3K460
TRINITY_DN62405_c0_g1::TRINITY_DN62405_c0_g1_i1::g.25991::m.25991,0,0,1.1824,0,0,0,0,0,0,0,2.3401,1.1803,1.1577,0,1.1582,2.384,2.3543,2.3795,0,1.2225,0,0,1.1945,0,2.3739,3.5804,0,1.2382,2.5728,1.2821,1.1818,0,0,0,0,0,0,0,0,0,0,0,0,1.2205,0,0,0,0,9.7366,19.0721,10,13,A0A210R0S4
TRINITY_DN62406_c9_g1::TRINITY_DN62406_c9_g1_i5::g.25979::m.25979,0,0,9.0536,0,0,0,0,0,0,0,8.9594,0,0,9.0635,0,0,0,9.1101,0,0,0,0,0,0,0,0,0,0,0,0,9.0493,0,0,0,0,0,10.0127,0,0,0,0,0,0,0,0,0,0,0,28.1255,27.1231,8,33,NA
TRINITY_DN62407_c3_g1::TRINITY_DN62407_c3_g1_i1::g.26392::m.26392,43.9506,67.5285,53.2069,50.8608,47.6117,60.3053,48.9514,58.9315,53.9738,60.0836,49.1428,53.1154,48.6223,56.8161,55.593,46.4881,52.971,39.2619,55.0725,47.6777,45.074,57.6741,50.1675,50.6788,35.6088,42.965,51.3574,48.2887,42.4518,26.9249,56.7272,49.2748,58.4444,45.9156,46.3008,61.1745,31.383,57.7458,56.426,62.4991,61.7799,65.5872,62.9915,54.9214,67.1757,65.7309,52.2878,46.924,1192.2973,1207.1082,2,21,A0A0K0FYU5
TRINITY_DN62408_c0_g1::TRINITY_DN62408_c0_g1_i1::g.26227::m.26227,2.9521,1.5119,7.1476,4.3923,5.904,10.6328,6.0701,4.75,7.2506,7.1218,8.4878,5.7082,6.9983,7.1554,4.2008,5.7646,4.2695,7.1922,5.9186,4.4341,0,6.6409,2.8883,7.2943,11.4805,4.3288,5.9135,8.9819,3.1106,3.1003,4.2865,7.0922,3.1405,3.0841,3.1099,6.1634,4.7428,4.6544,1.516,3.1485,5.8583,5.8738,4.4799,11.8047,6.0161,7.7912,7.0241,7.2733,125.1672,134.6874,1,1,A0A210PGW8
TRINITY_DN62409_c4_g1::TRINITY_DN62409_c4_g1_i1::g.26364::m.26364,34.3204,35.1547,33.2388,34.0427,34.3193,35.3187,35.285,36.815,33.7179,19.8713,32.8928,26.5453,39.0533,19.9651,26.0471,26.8075,26.4732,26.757,34.4043,34.3669,23.0385,54.0443,33.5787,27.1367,20.0206,26.8406,34.3751,34.8073,28.9309,36.0434,26.5785,26.3849,21.9064,28.6839,14.4623,35.8277,14.7039,28.8594,42.2998,43.9242,27.2431,34.1441,34.7218,34.3099,20.9826,21.7391,26.1317,33.8236,708.2325,684.7238,2,11,K1RUK6
TRINITY_DN62412_c0_g1::TRINITY_DN62412_c0_g1_i1::g.26404::m.26404,49.7894,50.9998,68.8862,56.4418,64.013,43.918,65.8143,68.668,62.8912,61.774,54.5353,34.3839,60.7024,62.0654,53.9816,41.6682,54.8647,69.3162,57.0413,64.1017,47.7464,48.0021,62.6315,63.2698,62.238,55.6262,49.8687,57.7095,67.453,59.7588,34.4268,47.8465,60.5337,52.0155,59.945,74.2517,60.9466,37.3813,43.8324,37.9297,56.4604,49.5337,57.5677,56.8848,65.2286,82.5979,67.6962,49.0688,1274.0158,1320.6191,2,21,A0A2R5LFS6
TRINITY_DN62414_c1_g4::TRINITY_DN62414_c1_g4_i3::g.26386::m.26386,15.5804,31.9182,18.8617,23.1815,27.2648,28.0587,20.0229,20.891,22.9603,33.8286,22.3984,22.5951,18.4677,22.6588,22.171,30.4244,30.0449,26.5712,19.5231,15.6015,30.5046,35.0491,26.6764,23.0985,30.2957,34.2697,31.2104,27.6525,32.8343,28.6344,33.935,22.4586,24.862,32.5539,24.6203,36.5955,33.3755,28.659,28.004,24.9252,23.1891,15.5003,23.6439,15.5756,15.8757,28.7841,29.6574,38.3871,624.1418,583.5107,2,11,A0A210QMN9
TRINITY_DN62418_c0_g2::TRINITY_DN62418_c0_g2_i2::g.26343::m.26343,79.5862,81.5208,102.7708,114.0278,53.0558,100.1014,72.7317,66.3997,60.8137,76.8001,59.3255,68.3961,83.8532,85.736,67.1122,77.7056,51.1576,60.3238,62.0517,53.1294,69.2538,59.6782,69.2144,52.4398,60.1821,51.8677,53.142,71.747,74.5427,65.0079,59.9213,59.4849,65.8508,55.4296,74.5263,64.619,75.7715,83.6533,90.8238,75.4494,96.5167,70.3799,80.5169,97.2422,63.0739,84.0185,92.5792,69.7193,1682.1131,1649.872,2,21,A0A2C9K6V5
TRINITY_DN62418_c0_g2::TRINITY_DN62418_c0_g2_i3::g.26344::m.26344,0,9.5755,18.1072,27.8178,9.3479,0,19.2219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3631,0,9.8503,9.8175,0,0,0,0,0,9.7588,0,0,0,0,9.2756,9.3002,0,18.6907,9.5254,9.8688,17.7944,9.2129,94.6391,111.8889,1,6,A0A1S3JSG9
TRINITY_DN62419_c10_g1::TRINITY_DN62419_c10_g1_i2::g.26402::m.26402,5.8776,6.0205,5.6924,5.8301,5.8774,6.0486,12.0857,6.3048,5.7744,17.0156,5.6331,11.3652,11.1469,5.6986,5.5759,5.7387,0,11.4558,5.892,0,0,6.6111,5.7506,0,5.7145,11.4916,5.887,0,18.5799,12.3454,0,5.6483,0,0,6.1919,6.1358,12.5908,6.178,6.0368,0,5.832,5.8474,11.8927,5.8758,11.9781,6.205,0,5.7925,150.4425,139.5334,1,1,A0A210QU34
TRINITY_DN62420_c0_g1::TRINITY_DN62420_c0_g1_i1::g.26365::m.26365,33.4149,34.2272,32.3619,31.073,41.7673,32.2377,30.0598,33.6035,38.9836,44.3371,46.0359,42.4019,45.5483,44.5462,57.4559,42.8208,58.3959,54.9515,37.6837,33.4602,60.7496,63.424,40.8659,49.5389,42.6396,44.9152,39.7434,42.3613,33.0089,32.8991,56.6065,46.1595,55.5429,52.3633,48.4024,43.6031,35.7899,35.1225,60.0597,55.6841,35.2277,43.6318,31.6928,37.5803,23.4083,33.0711,35.7782,32.9312,982.271,967.3469,2,11,A0A0B6XYR0
TRINITY_DN62420_c0_g1::TRINITY_DN62420_c0_g1_i3::g.26368::m.26368,0,0,0,0,0,0,0,0,0,0,0,7.4724,0,0,0,0,0,0,0,7.7393,0,0,0,0,7.5143,0,7.7412,0,0,0,0,0,8.2221,0,0,0,0,0,7.9381,0,0,0,0,0,0,0,0,0,7.9381,38.6893,11,10,A0A0B7AU14
TRINITY_DN62420_c0_g2::TRINITY_DN62420_c0_g2_i1::g.26366::m.26366,0,0,0,1.3541,0,1.4049,0,1.4644,1.3412,0,0,1.3199,0,1.3236,1.2951,0,0,1.3304,1.3685,1.367,0,0,1.3357,1.3493,1.3273,2.6691,1.3674,0,0,0,0,0,1.4523,0,1.4382,1.4251,1.4622,0,0,0,0,0,2.7623,0,0,0,1.2993,1.3454,10.9442,19.1543,8,8,K1QNA8
TRINITY_DN62423_c0_g1::TRINITY_DN62423_c0_g1_i3::g.26393::m.26393,4.4215,1.5096,1.4274,1.4619,2.9475,3.0334,1.5152,3.1619,1.4479,5.6889,0,4.2748,4.1927,5.7157,4.1945,2.878,1.421,1.4363,1.4774,1.4758,3.2978,0,1.442,4.37,1.4329,0,2.9523,1.4947,1.553,0,0,2.8326,0,1.5397,0,1.5385,0,0,0,0,2.9247,2.9325,0,4.4201,3.0035,3.1118,2.8054,4.3575,52.9705,43.8005,8,6,A0A0L8I909
TRINITY_DN62425_c1_g1::TRINITY_DN62425_c1_g1_i1::g.26396::m.26396,40.2693,20.6241,34.1252,19.9717,40.268,20.7203,51.7514,21.5981,29.6717,34.0021,24.1214,19.4666,23.8659,19.5214,38.2024,14.7441,29.1205,9.8109,40.3677,35.2833,39.4214,45.2943,34.4741,29.8504,29.3636,34.4455,45.3751,20.4203,37.128,21.1454,34.1091,24.1861,48.1941,36.811,37.1198,36.7831,48.5229,26.4545,36.1898,16.1055,34.962,25.039,40.7402,65.4175,25.6454,42.5119,33.5357,19.8432,710.6152,751.138,2,11,B6RB52
TRINITY_DN62428_c0_g1::TRINITY_DN62428_c0_g1_i2::g.26336::m.26336,0,0,0,0,0,0,0,0,0,1.0976,0,1.0996,1.0785,1.1027,0,1.1105,0,0,0,1.1389,1.2725,0,1.1128,0,0,0,1.1392,0,2.3969,1.1945,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,1.1589,1.2007,0,0,10.5152,5.6853,23,32,A0A210R459
TRINITY_DN62429_c3_g1::TRINITY_DN62429_c3_g1_i2::g.26275::m.26275,0,0,0,0,0,0,1.8688,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8522,0,0,0,5.7546,0,37,NA,A0A210PRK7
TRINITY_DN62430_c0_g1::TRINITY_DN62430_c0_g1_i3::g.26307::m.26307,4.7533,2.4344,4.6035,4.7149,7.1298,12.229,12.2173,7.6482,11.6747,9.1739,11.389,9.1912,11.2684,6.9129,11.2734,11.6025,11.4578,9.2645,14.2948,9.5195,5.318,10.693,6.9759,9.396,6.9321,9.2935,14.2827,12.0519,2.5043,2.496,9.2027,9.1357,15.1701,7.4488,12.5188,9.9242,12.728,7.4944,7.3231,5.0695,18.8657,16.5512,9.6178,11.8797,12.1086,10.0361,18.096,16.3959,218.2788,232.7132,2,1,A0A210PHE8
TRINITY_DN62434_c0_g1::TRINITY_DN62434_c0_g1_i2::g.26273::m.26273,1.2584,1.289,1.2188,2.4965,2.5168,1.295,3.8814,2.6998,1.2363,2.4287,4.8243,2.4333,3.5799,4.8804,2.3876,2.4574,1.2134,0,2.523,1.2601,0,0,2.4624,1.2438,1.2235,1.2302,1.2604,1.2763,0,1.3216,1.2182,3.6279,0,1.3147,2.6514,0,2.6957,1.3227,2.585,0,2.4973,2.5039,3.8194,2.5161,2.5645,2.657,0,1.2402,44.1749,39.952,1,6,NA
TRINITY_DN62435_c0_g1::TRINITY_DN62435_c0_g1_i1::g.26348::m.26348,2.0471,5.242,0.9913,2.0305,3.0705,5.2665,1.0523,1.0979,1.0056,2.9631,2.9429,1.9791,0.9706,2.9771,2.913,1.9987,1.9738,1.9949,2.0521,1.0249,4.5805,4.605,2.0028,3.0348,0.9951,2.0012,1.0252,1.038,2.157,1.0749,0.9908,2.9508,4.3554,4.2772,3.2348,3.2054,3.2888,4.3033,7.3587,5.4581,2.0312,4.0731,2.071,2.0464,2.0859,2.1611,0.9741,1.0087,65.3791,54.5492,1,6,A0A210Q9G8
TRINITY_DN62436_c1_g1::TRINITY_DN62436_c1_g1_i1::g.26251::m.26251,27.9832,28.6634,20.8472,27.7568,15.0674,17.7213,19.9175,16.1631,16.9181,20.772,18.5671,14.5679,22.4528,18.7829,24.5048,23.1186,22.8302,10.4886,28.0516,15.0883,12.0413,19.3693,18.9543,17.0199,12.5568,23.1471,19.4038,15.2816,20.4134,24.8668,27.0885,18.617,27.4791,22.4879,20.4089,24.718,23.0555,18.1004,26.5301,20.6617,19.2225,25.6979,19.5995,23.6708,15.3535,18.1794,16.3896,23.3353,458.7501,478.1567,2,11,K1Q8L9
TRINITY_DN62437_c0_g1::TRINITY_DN62437_c0_g1_i4::g.26315::m.26315,0,0,0,0,0,0,0,8.4233,0,0,0,0,0,0,0,0,0,0,0,0,8.7853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4106,0,0,0,0,0,0,0,0,0,0,7.7388,33.358,0,20,NA,A5GZV0
TRINITY_DN62439_c0_g1::TRINITY_DN62439_c0_g1_i1::g.26249::m.26249,4.482,4.591,1.4469,2.9638,1.494,1.5375,1.536,0,5.8711,1.4417,2.8637,4.3333,5.6668,5.794,4.252,2.9174,5.762,4.3679,5.9906,2.9921,3.343,1.6804,4.3852,5.9065,5.8101,4.3815,1.4964,4.5456,0,0,5.785,2.8714,1.5894,1.5608,3.1478,3.1192,0,0,3.0689,1.5934,1.4824,4.459,3.023,4.4807,4.567,3.1544,1.4219,0,56.5896,80.2114,1,1,A0A210QYA4
TRINITY_DN62440_c0_g2::TRINITY_DN62440_c0_g2_i1::g.26374::m.26374,0,0,3.0765,0,0,0,0,0,0,0,0,3.0712,0,3.0798,0,3.1015,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3361,0,0,0,0,0,0,0,0,0,3.3879,0,0,3.2137,0,0,0,0,0,12.9053,9.3614,10,8,A0A210PYH8
TRINITY_DN62448_c3_g2::TRINITY_DN62448_c3_g2_i3::g.26291::m.26291,117.4119,105.8341,113.7118,107.145,117.4082,111.1609,86.9126,105.7947,87.6665,90.6412,121.5301,127.1381,129.1499,109.2826,111.3854,132.9795,86.0378,96.114,94.1591,84.6511,105.0877,105.6505,91.8995,92.8361,109.5865,128.5525,108.191,114.3146,79.1793,83.8482,131.8433,121.8565,104.9202,112.8484,79.1619,88.2494,75.4542,83.9202,120.5914,115.2047,107.1802,116.8087,90.2766,84.5106,95.7102,104.1186,75.9882,78.6844,2374.0473,2382.4822,2,21,A0A0B6YIX1
TRINITY_DN62449_c1_g1::TRINITY_DN62449_c1_g1_i1::g.26259::m.26259,45.622,45.3149,38.8286,39.7677,41.4732,42.6809,44.0616,43.0061,40.7464,41.3567,33.1244,36.0886,36.7064,38.871,34.0996,39.1447,39.9894,45.8073,44.3476,35.9933,32.481,37.3199,36.5203,36.8925,33.6027,36.49,34.6171,32.2483,39.3318,37.7491,36.1336,37.199,38.2385,37.5516,34.9539,43.296,31.0957,43.594,32.6582,39.8102,45.2677,42.6368,40.5609,44.2259,42.2608,35.0274,43.4209,39.5117,884.5293,906.3287,2,11,A0A210QUD9
TRINITY_DN62454_c7_g1::TRINITY_DN62454_c7_g1_i3::g.26340::m.26340,0,0,0,0,0,0,0,0,0,0,1.0727,0,0,0,0,0,0,0,0,0,0,0,1.095,0,0,0,0,0,0,0,1.0834,0,0,0,0,0,0,0,1.1495,0,0,1.1135,1.1323,0,0,0,0,2.2061,4.439,3.3185,35,12,K1QB58
